theme_date,theater_id,theater_name,sector_code,sector_name,thread_codes,thread_names,jpas_tier_code,theme_title,theme_blurb,maturity_grade,coverage_grade
"2027-11-06","T-004","The Capital Concentration","D5","Hyperscaler Activity","D5.1; D5.3","Big 5 Capex & Campus Announcements; Build-vs-Lease & Colocation Strategy","NET","The Capital Concentration: Hyperscaler Activity","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Hyperscaler Activity sector — tracking Big 5 Capex & Campus Announcements and Build-vs-Lease & Colocation Strategy.","Established","Broad-only"
"2027-11-07","T-007","The New Energy Stack","D3","Grid & Regulatory","D3.3; D3.4","Utility Rate Cases & PUC Proceedings; Transmission Buildout & FERC Policy","WTR","The New Energy Stack: Grid & Regulatory","The grid is no longer the default. Today The New Energy Stack turns to the Grid & Regulatory sector — tracking Utility Rate Cases & PUC Proceedings and Transmission Buildout & FERC Policy.","Established","Broad-only"
"2027-11-08","T-006","The Sovereign AI Race","D1","Chips & Density","D1.6","Chip Allocation & Supply Politics","PWR","The Sovereign AI Race: Chips & Density","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Chips & Density sector — tracking Chip Allocation & Supply Politics.","Established","Broad-only"
"2027-11-09","T-003","The Consent Crisis","D13","Community Relations","D13.1","Community Benefits & Host Agreements","RSC","The Consent Crisis: Community Relations","Communities are the new permitting authority. Today The Consent Crisis turns to the Community Relations sector — tracking Community Benefits & Host Agreements.","Established","Dedicated"
"2027-11-10","T-005","The Inference Economy","D12","Networking & Interconnect","D12.5; D12.3; D12.2","Optical Transceivers & Co-Packaged Optics; AI Back-End Fabric & Interconnect; Subsea Cable Systems","LBR","The Inference Economy: Networking & Interconnect","Training built the factories. Inference fills them. Today The Inference Economy turns to the Networking & Interconnect sector — tracking Optical Transceivers & Co-Packaged Optics, AI Back-End Fabric & Interconnect and Subsea Cable Systems.","Established","Dedicated"
"2027-11-11","T-004","The Capital Concentration","D17","Workforce & Labor Markets","D17.2; D17.1; D17.3","Operations & Technical Workforce; Construction & Skilled Trades Labor; Immigration, Policy & Regional Labor Competition","LBR","The Capital Concentration: Workforce & Labor Markets","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Workforce & Labor Markets sector — tracking Operations & Technical Workforce, Construction & Skilled Trades Labor and Immigration, Policy & Regional Labor Competition.","Established","Dedicated"
"2027-11-12","T-007","The New Energy Stack","D8","People & Signals","D8.2","Conference Intelligence & Speaking Circuit","REG","The New Energy Stack: People & Signals","The grid is no longer the default. Today The New Energy Stack turns to the People & Signals sector — tracking Conference Intelligence & Speaking Circuit.","Established","Whitespace"
"2027-11-13","T-001","The Power Reckoning","D20","Facility IT & Operational Technology","D20.1","Building Management Systems & HVAC Control","WTR","The Power Reckoning: Facility IT & Operational Technology","The grid wasn't built for this. Today The Power Reckoning turns to the Facility IT & Operational Technology sector — tracking Building Management Systems & HVAC Control.","Established","Dedicated"
"2027-11-14","T-002","The Thermal Reckoning","D10","Construction","D10.3","Modular & Prefabricated Delivery","WTR","The Thermal Reckoning: Construction","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Construction sector — tracking Modular & Prefabricated Delivery.","Established","Whitespace"
"2027-11-15","T-006","The Sovereign AI Race","D15","Sovereign AI & Geopolitics","D15.4","Strategic Minerals & Upstream Supply","NET","The Sovereign AI Race: Sovereign AI & Geopolitics","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Sovereign AI & Geopolitics sector — tracking Strategic Minerals & Upstream Supply.","Established","Dedicated"
"2027-11-16","T-005","The Inference Economy","D23","Outage Intelligence & Emergency Response","D23.1","Major Outage Postmortems","WTR","The Inference Economy: Outage Intelligence & Emergency Response","Training built the factories. Inference fills them. Today The Inference Economy turns to the Outage Intelligence & Emergency Response sector — tracking Major Outage Postmortems.","Established","Dedicated"
"2027-11-17","T-003","The Consent Crisis","D14","Real Estate & Site Selection","D14.3; D14.2","Emerging & Second-Tier Markets; Primary Market Intelligence (NA Tier 1)","PWR","The Consent Crisis: Real Estate & Site Selection","Communities are the new permitting authority. Today The Consent Crisis turns to the Real Estate & Site Selection sector — tracking Emerging & Second-Tier Markets and Primary Market Intelligence (NA Tier 1).","Established","Dedicated"
"2027-11-18","T-004","The Capital Concentration","D4","M&A & Capital Markets","D4.1; D4.2; D4.3","PE & Infrastructure Fund Activity; DC REIT Performance & Valuation; Sovereign Wealth & Institutional Capital","INC","The Capital Concentration: M&A & Capital Markets","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the M&A & Capital Markets sector — tracking PE & Infrastructure Fund Activity, DC REIT Performance & Valuation and Sovereign Wealth & Institutional Capital.","Established","Broad-only"
"2027-11-19","T-001","The Power Reckoning","D9","Orchestration Intelligence & Control Plane","D9.4","Power-Aware & Grid-Responsive Workload Orchestration","PWR","The Power Reckoning: Orchestration Intelligence & Control Plane","The grid wasn't built for this. Today The Power Reckoning turns to the Orchestration Intelligence & Control Plane sector — tracking Power-Aware & Grid-Responsive Workload Orchestration.","Established","Whitespace"
"2027-11-20","T-006","The Sovereign AI Race","D16","Cyber & Physical Security and Resilience","D16.1; D16.4","Enterprise IT & Cloud Security; State-Sponsored & Advanced Persistent Threats","COM","The Sovereign AI Race: Cyber & Physical Security and Resilience","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Cyber & Physical Security and Resilience sector — tracking Enterprise IT & Cloud Security and State-Sponsored & Advanced Persistent Threats.","Established","Dedicated"
"2027-11-21","T-007","The New Energy Stack","D3","Grid & Regulatory","D3.3; D3.4","Utility Rate Cases & PUC Proceedings; Transmission Buildout & FERC Policy","PWR","The New Energy Stack: Grid & Regulatory","The grid is no longer the default. Today The New Energy Stack turns to the Grid & Regulatory sector — tracking Utility Rate Cases & PUC Proceedings and Transmission Buildout & FERC Policy.","Established","Broad-only"
"2027-11-22","T-002","The Thermal Reckoning","D1","Chips & Density","D1.8; D1.4","Advanced Packaging & Substrate Capacity; Memory (HBM & Next-Gen)","NET","The Thermal Reckoning: Chips & Density","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Chips & Density sector — tracking Advanced Packaging & Substrate Capacity and Memory (HBM & Next-Gen).","Established","Dedicated"
"2027-11-23","T-003","The Consent Crisis","D18","Community Opposition & Regulatory Risk","D18.2","Regulatory & Permitting Denial Tracking","REG","The Consent Crisis: Community Opposition & Regulatory Risk","Communities are the new permitting authority. Today The Consent Crisis turns to the Community Opposition & Regulatory Risk sector — tracking Regulatory & Permitting Denial Tracking.","Established","Dedicated"
"2027-11-24","T-004","The Capital Concentration","D5","Hyperscaler Activity","D5.1; D5.3","Big 5 Capex & Campus Announcements; Build-vs-Lease & Colocation Strategy","PWR","The Capital Concentration: Hyperscaler Activity","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Hyperscaler Activity sector — tracking Big 5 Capex & Campus Announcements and Build-vs-Lease & Colocation Strategy.","Established","Broad-only"
"2027-11-25","T-007","The New Energy Stack","D22","Industry Media & Analyst Coverage","D22.3; D22.4; D22.2","APAC / LATAM / MENA Media Coverage; Industry Analysts; EU Media Coverage","COM","The New Energy Stack: Industry Media & Analyst Coverage","The grid is no longer the default. Today The New Energy Stack turns to the Industry Media & Analyst Coverage sector — tracking APAC / LATAM / MENA Media Coverage, Industry Analysts and EU Media Coverage.","Established","Dedicated"
"2027-11-26","T-006","The Sovereign AI Race","D6","New Entrants","D6.2","Sovereign AI Programs & National Compute","COM","The Sovereign AI Race: New Entrants","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the New Entrants sector — tracking Sovereign AI Programs & National Compute.","Established","Broad-only"
"2027-11-27","T-002","The Thermal Reckoning","D7","Cooling & Water Technology","D7.4","Thermal Components & Coolant Supply Chain","RSC","The Thermal Reckoning: Cooling & Water Technology","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Cooling & Water Technology sector — tracking Thermal Components & Coolant Supply Chain.","Established","Whitespace"
"2027-11-28","T-001","The Power Reckoning","D21","Insurance & Risk Markets","D21.4","Lender Insurance & Risk Transfer","NET","The Power Reckoning: Insurance & Risk Markets","The grid wasn't built for this. Today The Power Reckoning turns to the Insurance & Risk Markets sector — tracking Lender Insurance & Risk Transfer.","Established","Dedicated"
"2027-11-29","T-005","The Inference Economy","D15","Sovereign AI & Geopolitics","D15.2","National Compute Strategies & Sovereign Programs","NET","The Inference Economy: Sovereign AI & Geopolitics","Training built the factories. Inference fills them. Today The Inference Economy turns to the Sovereign AI & Geopolitics sector — tracking National Compute Strategies & Sovereign Programs.","Established","Dedicated"
"2027-11-30","T-006","The Sovereign AI Race","D19","Tax, Incentives & Fiscal Policy","D19.3","International Tax & Transfer Pricing","WTR","The Sovereign AI Race: Tax, Incentives & Fiscal Policy","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Tax, Incentives & Fiscal Policy sector — tracking International Tax & Transfer Pricing.","Established","Dedicated"
"2027-12-01","T-007","The New Energy Stack","D2","Power Architecture","D2.6","Behind-the-Fence Gas & Fuel Cells","ENV","The New Energy Stack: Power Architecture","The grid is no longer the default. Today The New Energy Stack turns to the Power Architecture sector — tracking Behind-the-Fence Gas & Fuel Cells.","Established","Dedicated"
"2027-12-02","T-003","The Consent Crisis","D11","Sustainability","D11.3; D11.5","Water Stewardship & Rights; Sustainability Regulation & Disclosure","COM","The Consent Crisis: Sustainability","Communities are the new permitting authority. Today The Consent Crisis turns to the Sustainability sector — tracking Water Stewardship & Rights and Sustainability Regulation & Disclosure.","Established","Dedicated"
"2027-12-03","T-002","The Thermal Reckoning","D20","Facility IT & Operational Technology","D20.2; D20.1","Facility DCIM & Digital Twin; Building Management Systems & HVAC Control","INC","The Thermal Reckoning: Facility IT & Operational Technology","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Facility IT & Operational Technology sector — tracking Facility DCIM & Digital Twin and Building Management Systems & HVAC Control.","Established","Dedicated"
